7784179;SORTER-INPUT;5;869990965260;
7784180;SORTER-INPUT;1;869990965260;
7784182;SORTER-INPUT;13;869990965260;
7784183;SORTER-INPUT;2;869990965261;
7784181;SORTER-INPUT;4;869990965260;
7784186;SORTER-INPUT;2;869990965260;
7784184;SORTER-INPUT;16;869990965260;
7784185;SORTER-INPUT;3;869990965261;
7784187;SORTER-INPUT;6;869990965261;
7784188;SORTER-INPUT;8;869990965260;
7784191;SORTER-INPUT;12;869990965261;
7784190;SORTER-INPUT;3;869990965260;
7784189;SORTER-INPUT;13;869990965261;
7784195;SORTER-INPUT;4;869990965261;
7784192;SORTER-INPUT;6;869990965260;
7784193;SORTER-INPUT;7;869990965261;
7784194;SORTER-INPUT;9;869990965260;
7784196;SORTER-INPUT;2;869990965260;
7784200;SORTER-INPUT;1;869990965260;
7784197;SORTER-INPUT;3;869990965261;
7784199;SORTER-INPUT;5;869990965261;
7784204;SORTER-INPUT;4;869990965260;
7784198;SORTER-INPUT;7;869990965260;
7784202;SORTER-INPUT;6;869990965260;
7784201;SORTER-INPUT;7;869990965261;
7784205;SORTER-INPUT;11;869990965261;
7784209;SORTER-INPUT;12;869990965261;
7784203;SORTER-INPUT;6;869990965261;
7784208;SORTER-INPUT;5;869990965261;

