7784179;SORTER-INPUT;3000;869990965260;
7784180;SORTER-INPUT;5000;869990965260;
7784182;SORTER-INPUT;2000;869990965260;
7784183;SORTER-INPUT;6000;869990965261;
7784181;SORTER-INPUT;7000;869990965260;
7784186;SORTER-INPUT;8000;869990965260;
7784184;SORTER-INPUT;61336;869990965260;
7784185;SORTER-INPUT;62536;869990965261;
7784187;SORTER-INPUT;68471;869990965261;
7784188;SORTER-INPUT;69671;869990965260;
7784191;SORTER-INPUT;75834;869990965261;
7784190;SORTER-INPUT;77046;869990965260;
7784189;SORTER-INPUT;78246;869990965261;
7784195;SORTER-INPUT;83723;869990965261;
7784192;SORTER-INPUT;84923;869990965260;
7784193;SORTER-INPUT;87947;869990965261;
7784194;SORTER-INPUT;92009;869990965260;
7784196;SORTER-INPUT;93209;869990965260;
7784200;SORTER-INPUT;98471;869990965260;
7784197;SORTER-INPUT;99683;869990965261;
7784199;SORTER-INPUT;100883;869990965261;
7784204;SORTER-INPUT;106145;869990965260;
7784198;SORTER-INPUT;107357;869990965260;
7784202;SORTER-INPUT;108557;869990965260;
7784201;SORTER-INPUT;115031;869990965261;
7784205;SORTER-INPUT;116231;869990965261;
7784209;SORTER-INPUT;122752;869990965261;
7784203;SORTER-INPUT;124022;869990965261;
7784208;SORTER-INPUT;125822;869990965261;
